vehicle_id,model_year,total_distance_km,fuel_type,fuel_efficiency_l100km,mileage_empty_kmpl,mileage_loaded_kmpl,pickup_time_0to60s,max_load_kg,typical_load_kg,cooling_efficiency_percent,refrigerant_type,cooling_power_kw,target_temp_c,years_in_service,annual_distance_km,maintenance_hours,service_area
VH00198,2022,131307,Diesel,38.9,3.7,2.6,18.0,8000,5168,83.4,R-452A,19.8,4,2,52523,1641,Gachibowli
VH00199,2018,523878,Diesel,39.9,3.6,2.5,20.1,20000,15865,88.8,R-452A,14.3,4,6,80596,6548,Uppal
VH00200,2024,26035,Diesel,35.0,4.1,2.9,24.7,8000,5472,89.1,R-404A,15.6,-20,0,52071,325,Uppal
VH00201,2023,97581,Diesel,37.3,3.8,2.7,21.3,20000,14168,88.0,R-452A,25.0,-20,1,65054,1219,Uppal
VH00202,2022,174666,Diesel,42.3,3.4,2.4,16.4,5000,3000,92.2,R-452A,22.5,2,2,69866,2183,Medchal
VH00203,2021,418207,Hybrid,28.0,5.1,3.6,13.5,12000,9459,88.6,R-452A,18.1,-18,3,119487,5227,Mehdipatnam
VH00204,2023,120783,Diesel,32.2,4.4,3.1,21.2,12000,7590,90.9,R-452A,12.6,-20,1,80522,1509,Kompally
VH00205,2023,147002,Hybrid,21.0,6.8,4.8,19.8,8000,6692,96.8,R-452A,20.8,2,1,98001,1837,Gachibowli
VH00206,2020,305261,Diesel,39.2,3.6,2.6,23.7,20000,14015,90.3,R-404A,11.6,-20,4,67835,3815,Mehdipatnam
VH00207,2024,55956,Hybrid,26.9,5.3,3.7,16.0,5000,4459,92.3,R-452A,17.5,2,0,111912,699,Uppal
VH00208,2024,30351,Diesel,38.5,3.7,2.6,17.6,8000,6903,88.5,R-452A,18.2,4,0,60702,379,PVNR_Expressway
VH00209,2022,143000,Diesel,29.3,4.9,3.4,18.9,12000,7533,88.7,R-452A,19.0,4,2,57200,1787,L B Nagar
VH00210,2022,241716,Diesel,30.1,4.7,3.3,20.2,5000,4431,89.0,R-404A,19.4,2,2,96686,3021,L B Nagar
VH00211,2017,889803,Hybrid,27.3,5.2,3.7,17.5,8000,5332,78.5,R-452A,10.3,-18,7,118640,11122,HITEC_City_Main_Road
VH00212,2020,486339,Electric,0.0,6.9,4.8,14.1,5000,3704,89.9,R-452A,19.1,-18,4,108075,6079,Uppal
VH00213,2021,189738,Hybrid,26.5,5.4,3.8,14.5,5000,3666,94.4,R-452A,15.6,-20,3,54211,2371,Uppal
VH00214,2022,262521,Hybrid,22.8,6.3,4.4,17.5,12000,7620,93.0,R-452A,22.9,-20,2,105008,3281,Medchal
VH00215,2021,320165,Hybrid,24.9,5.7,4.0,18.1,5000,3660,80.8,R-452A,13.0,-20,3,91475,4002,Gachibowli
VH00216,2018,742014,Diesel,42.5,3.4,2.4,24.8,20000,15784,88.2,R-452A,13.7,2,6,114156,9275,Mehdipatnam
VH00217,2022,147530,Diesel,34.3,4.2,2.9,17.3,20000,16508,92.0,R-452A,15.9,4,2,59012,1844,Mehdipatnam
VH00218,2020,244132,Diesel,37.3,3.8,2.7,24.3,20000,16740,84.4,R-452A,17.5,4,4,54251,3051,Mehdipatnam
VH00219,2015,539101,Diesel,43.9,3.3,2.3,22.3,20000,16167,78.9,R-452A,22.4,-20,9,56747,6738,Gachibowli
VH00220,2021,215225,Hybrid,22.6,6.3,4.4,12.2,5000,3644,93.2,R-452A,13.8,2,3,61492,2690,HITEC_City_Main_Road
VH00221,2019,569020,Diesel,34.9,4.1,2.9,22.2,8000,5044,83.4,R-452A,13.3,4,5,103458,7112,HITEC_City_Main_Road
VH00222,2018,325863,Hybrid,28.5,5.0,3.5,13.0,20000,15859,77.0,R-404A,12.2,-18,6,50132,4073,Uppal
VH00223,2020,481553,Diesel,33.5,4.3,3.0,23.5,5000,4266,82.2,R-404A,18.6,2,4,107011,6019,Uppal
VH00224,2021,226548,Electric,0.0,7.4,5.2,10.0,5000,4203,87.3,R-404A,16.9,2,3,64728,2831,Gachibowli
VH00225,2023,122838,Diesel,31.5,4.5,3.2,24.9,8000,4804,87.9,R-452A,13.1,-18,1,81892,1535,PVNR_Expressway
VH00226,2016,824918,Diesel,31.2,4.6,3.2,23.4,8000,5087,82.5,R-452A,20.3,-20,8,97049,10311,Medchal
VH00227,2022,294758,Diesel,30.2,4.7,3.3,23.7,5000,4027,93.6,R-404A,20.4,2,2,117903,3684,Mehdipatnam
VH00228,2024,54126,Diesel,26.7,5.3,3.7,19.9,5000,3557,96.9,R-404A,23.8,-18,0,108252,676,Mehdipatnam
VH00229,2023,161956,Diesel,27.7,5.2,3.6,22.2,20000,17650,92.4,R-452A,23.2,-20,1,107970,2024,HITEC_City_Main_Road
VH00230,2020,377342,Diesel,35.5,4.0,2.8,24.7,12000,8278,82.2,R-404A,20.1,-20,4,83853,4716,PVNR_Expressway
VH00231,2020,487857,Hybrid,30.7,4.6,3.3,12.3,5000,4258,80.1,R-404A,19.1,-20,4,108412,6098,Mehdipatnam
VH00232,2022,296771,Diesel,35.3,4.0,2.8,22.0,8000,6442,84.6,R-404A,22.6,4,2,118708,3709,Uppal
VH00233,2020,412680,Diesel,29.6,4.8,3.4,23.4,8000,6156,87.5,R-452A,16.6,4,4,91706,5158,HITEC_City_Main_Road
VH00234,2021,377254,Diesel,42.5,3.4,2.4,22.4,20000,13772,86.7,R-404A,22.1,-20,3,107786,4715,Gachibowli
VH00235,2023,127383,Electric,0.0,6.3,4.4,11.1,8000,6438,86.2,R-452A,22.6,4,1,84922,1592,HITEC_City_Main_Road
VH00236,2019,576792,Hybrid,26.0,5.5,3.8,18.7,5000,3288,80.0,R-404A,11.1,2,5,104871,7209,HITEC_City_Main_Road
VH00237,2017,525657,Diesel,43.0,3.3,2.3,21.6,12000,7502,84.8,R-404A,19.2,2,7,70087,6570,Mehdipatnam
VH00238,2018,334560,Diesel,35.6,4.0,2.8,18.3,8000,5073,87.1,R-404A,20.2,4,6,51470,4182,Medchal
VH00239,2023,165086,Diesel,28.4,5.0,3.5,23.5,8000,6640,94.9,R-404A,20.4,4,1,110057,2063,Mehdipatnam
VH00240,2022,270847,Diesel,41.1,3.5,2.4,16.5,8000,6695,87.5,R-452A,24.6,-20,2,108338,3385,L B Nagar
VH00241,2024,27427,Diesel,39.2,3.6,2.6,23.6,5000,3700,98.7,R-404A,18.6,-18,0,54855,342,Gachibowli
VH00242,2024,50843,Hybrid,23.3,6.1,4.3,18.6,8000,5433,92.5,R-452A,24.8,2,0,101687,635,L B Nagar
VH00243,2018,701651,Diesel,42.3,3.4,2.4,20.4,20000,12851,85.1,R-452A,23.8,4,6,107946,8770,Gachibowli
VH00244,2024,27491,Diesel,27.6,5.2,3.6,24.5,12000,7400,88.0,R-404A,11.1,2,0,54982,343,HITEC_City_Main_Road
VH00245,2022,138106,Electric,0.0,7.6,5.3,13.1,12000,9046,86.4,R-404A,18.7,-20,2,55242,1726,Kompally
VH00246,2023,172659,Diesel,40.0,3.6,2.5,19.2,8000,6713,83.7,R-404A,12.9,-20,1,115106,2158,Uppal
VH00247,2024,36662,Diesel,39.3,3.6,2.5,22.6,20000,14602,86.5,R-404A,11.6,2,0,73324,458,Medchal
VH00248,2015,994149,Diesel,47.1,3.0,2.1,15.9,20000,12176,81.6,R-404A,21.4,4,9,104647,12426,PVNR_Expressway
VH00249,2020,455690,Diesel,43.5,3.3,2.3,17.1,5000,3240,91.7,R-452A,11.3,4,4,101264,5696,Kompally
VH00250,2020,244520,Diesel,41.3,3.5,2.4,21.6,8000,5766,90.4,R-404A,16.8,-20,4,54337,3056,Medchal
VH00251,2017,769133,Diesel,32.7,4.4,3.1,22.6,12000,9852,81.4,R-404A,17.4,4,7,102551,9614,PVNR_Expressway
VH00252,2023,139282,Diesel,31.7,4.5,3.2,19.8,12000,10475,87.0,R-452A,11.5,4,1,92854,1741,Gachibowli
VH00253,2017,786975,Diesel,40.4,3.5,2.5,24.6,8000,5503,75.0,R-404A,17.2,4,7,104930,9837,Kompally
VH00254,2020,411060,Diesel,31.6,4.5,3.2,21.4,5000,3393,87.3,R-452A,22.5,2,4,91346,5138,Mehdipatnam
VH00255,2024,34739,Diesel,34.3,4.2,2.9,18.3,12000,9970,87.7,R-452A,10.2,2,0,69478,434,Uppal
VH00256,2023,178042,Diesel,26.7,5.4,3.8,24.9,20000,17609,86.3,R-452A,19.7,-20,1,118695,2225,PVNR_Expressway
VH00257,2024,30311,Diesel,40.2,3.6,2.5,23.6,5000,4302,86.0,R-404A,10.6,2,0,60622,378,Kompally
VH00258,2016,893947,Diesel,43.3,3.3,2.3,24.4,8000,4830,83.2,R-404A,14.1,-20,8,105170,11174,Mehdipatnam
VH00259,2024,53371,Diesel,34.9,4.1,2.9,21.0,5000,3248,91.8,R-404A,11.4,4,0,106742,667,PVNR_Expressway
VH00260,2024,46372,Diesel,26.9,5.3,3.7,18.2,5000,4466,85.1,R-404A,21.9,2,0,92745,579,Kompally
VH00261,2023,173236,Hybrid,24.0,5.9,4.2,14.0,5000,3406,95.6,R-452A,14.3,4,1,115490,2165,Medchal
VH00262,2024,34443,Diesel,28.8,5.0,3.5,20.9,5000,3176,88.4,R-452A,12.8,4,0,68886,430,Kompally
VH00263,2024,28075,Hybrid,20.6,6.9,4.8,13.3,8000,5925,98.6,R-452A,13.6,-18,0,56151,350,L B Nagar
VH00264,2024,48104,Diesel,32.3,4.4,3.1,22.1,20000,17496,97.4,R-452A,15.3,-18,0,96209,601,L B Nagar
VH00265,2021,398980,Diesel,30.0,4.8,3.3,20.4,20000,16878,94.3,R-452A,22.8,4,3,113994,4987,L B Nagar
VH00266,2022,246829,Diesel,42.2,3.4,2.4,18.4,12000,8452,93.5,R-404A,13.7,-20,2,98731,3085,Gachibowli
VH00267,2015,516677,Diesel,39.6,3.6,2.5,19.5,12000,9621,81.4,R-452A,13.4,-20,9,54387,6458,Mehdipatnam
VH00268,2015,805276,Diesel,46.7,3.1,2.1,15.4,5000,3977,75.9,R-452A,11.9,4,9,84765,10065,HITEC_City_Main_Road
VH00269,2021,250847,Electric,0.0,7.3,5.1,14.8,20000,13970,94.2,R-452A,23.3,4,3,71670,3135,Kompally
VH00270,2022,249771,Diesel,35.7,4.0,2.8,23.7,8000,6747,85.0,R-452A,17.7,-18,2,99908,3122,PVNR_Expressway
VH00271,2019,299762,Diesel,41.7,3.4,2.4,23.1,5000,3047,78.2,R-404A,17.7,-18,5,54502,3747,PVNR_Expressway
VH00272,2020,418988,Diesel,36.9,3.9,2.7,23.2,12000,9654,82.7,R-404A,21.1,2,4,93108,5237,Medchal
VH00273,2021,175650,Hybrid,28.0,5.1,3.6,12.7,8000,6385,86.1,R-404A,13.7,-20,3,50185,2195,PVNR_Expressway
VH00274,2021,366904,Hybrid,26.0,5.5,3.8,14.8,8000,5383,85.5,R-452A,16.6,2,3,104829,4586,Uppal
VH00275,2021,207105,Diesel,28.3,5.0,3.5,21.4,8000,5373,89.0,R-404A,13.3,4,3,59172,2588,Medchal
VH00276,2020,270496,Diesel,33.6,4.3,3.0,22.6,20000,13834,88.6,R-404A,24.4,-18,4,60110,3381,Medchal
VH00277,2024,33072,Diesel,28.1,5.1,3.6,18.1,8000,6798,92.5,R-452A,10.4,4,0,66145,413,Uppal
VH00278,2017,862100,Hybrid,24.8,5.8,4.0,12.4,8000,5889,76.7,R-404A,24.3,-20,7,114946,10776,PVNR_Expressway
VH00279,2015,890126,Diesel,43.7,3.3,2.3,22.4,5000,3097,75.0,R-452A,11.3,-20,9,93697,11126,Mehdipatnam
VH00280,2023,126064,Diesel,37.6,3.8,2.7,18.0,12000,9224,88.8,R-404A,15.3,-20,1,84043,1575,Uppal
VH00281,2020,497438,Diesel,43.6,3.3,2.3,23.3,5000,4439,88.6,R-404A,20.5,2,4,110541,6217,Medchal
VH00282,2020,280236,Hybrid,25.2,5.7,4.0,18.7,12000,9164,88.3,R-404A,14.3,2,4,62274,3502,L B Nagar
VH00283,2023,111972,Diesel,35.2,4.1,2.8,15.2,20000,16785,91.5,R-404A,14.3,4,1,74648,1399,PVNR_Expressway
VH00284,2020,252777,Diesel,34.3,4.2,2.9,19.8,8000,5737,90.0,R-404A,22.7,-20,4,56172,3159,L B Nagar
VH00285,2023,147941,Diesel,41.6,3.4,2.4,16.6,20000,16766,94.2,R-452A,18.0,2,1,98627,1849,PVNR_Expressway
VH00286,2017,654308,Diesel,35.1,4.1,2.9,22.6,5000,3399,75.9,R-452A,14.6,4,7,87241,8178,Mehdipatnam
VH00287,2017,397956,Diesel,34.0,4.2,2.9,20.2,12000,9757,76.9,R-452A,21.0,-18,7,53060,4974,Gachibowli
VH00288,2023,96479,Electric,0.0,7.4,5.2,16.9,20000,12077,90.0,R-452A,20.8,-20,1,64319,1205,Kompally
VH00289,2021,220059,Diesel,28.6,5.0,3.5,22.9,8000,5175,82.8,R-404A,18.9,-20,3,62874,2750,Kompally
VH00290,2020,305809,Hybrid,23.6,6.0,4.2,18.7,5000,4380,90.5,R-404A,11.3,4,4,67957,3822,Uppal
VH00291,2018,479264,Diesel,42.1,3.4,2.4,22.0,20000,17020,80.9,R-452A,16.1,-18,6,73732,5990,L B Nagar
VH00292,2020,264974,Diesel,42.8,3.3,2.3,20.7,8000,5149,81.3,R-404A,24.6,2,4,58883,3312,Medchal
VH00293,2023,97825,Hybrid,23.7,6.0,4.2,15.6,5000,4243,84.0,R-404A,10.0,-18,1,65217,1222,Medchal
VH00294,2024,49258,Diesel,34.6,4.1,2.9,19.7,8000,6570,85.1,R-404A,11.5,4,0,98516,615,HITEC_City_Main_Road
VH00295,2023,125099,Diesel,29.7,4.8,3.4,20.5,8000,5131,91.1,R-452A,23.7,-20,1,83399,1563,PVNR_Expressway
VH00296,2020,389810,Diesel,30.7,4.6,3.3,20.9,12000,9294,84.7,R-404A,14.2,2,4,86624,4872,HITEC_City_Main_Road
VH00297,2024,30267,Diesel,26.1,5.5,3.8,22.5,5000,3837,86.5,R-404A,20.9,-20,0,60534,378,Mehdipatnam
VH00298,2024,55207,Diesel,35.1,4.1,2.8,23.2,12000,8272,87.5,R-452A,20.3,4,0,110415,690,PVNR_Expressway
VH00299,2017,639640,Diesel,42.7,3.3,2.3,20.9,8000,6555,83.6,R-404A,19.1,-20,7,85285,7995,Gachibowli
VH00300,2019,580064,Diesel,30.5,4.7,3.3,18.8,12000,7764,84.1,R-404A,20.1,-20,5,105466,7250,Kompally
VH00301,2020,247571,Hybrid,25.3,5.7,4.0,14.0,20000,12276,85.7,R-452A,12.7,-20,4,55015,3094,Uppal
VH00302,2021,192634,Diesel,40.0,3.6,2.5,22.0,12000,7555,91.6,R-404A,17.0,4,3,55038,2407,Mehdipatnam
VH00303,2015,620202,Diesel,33.8,4.2,3.0,15.8,20000,17031,74.1,R-452A,21.5,4,9,65284,7752,Uppal
VH00304,2024,34099,Diesel,32.2,4.4,3.1,23.0,12000,7367,94.7,R-404A,12.6,-20,0,68199,426,Mehdipatnam
VH00305,2021,203650,Diesel,33.2,4.3,3.0,22.6,5000,4492,80.7,R-452A,19.2,-20,3,58185,2545,Medchal
VH00306,2022,264558,Diesel,29.7,4.8,3.4,24.9,20000,12020,83.3,R-452A,20.9,4,2,105823,3306,HITEC_City_Main_Road
VH00307,2020,410545,Diesel,41.4,3.5,2.4,21.1,20000,17215,88.3,R-452A,21.8,-20,4,91232,5131,Medchal
VH00308,2024,35181,Hybrid,23.9,6.0,4.2,15.5,20000,15812,91.8,R-404A,20.8,4,0,70363,439,Uppal
VH00309,2019,309966,Hybrid,26.0,5.5,3.8,17.0,12000,8552,90.1,R-452A,14.0,2,5,56357,3874,Kompally
VH00310,2018,407522,Diesel,30.6,4.7,3.3,20.4,20000,14480,86.0,R-404A,22.8,2,6,62695,5094,Uppal
VH00311,2021,314380,Diesel,29.0,4.9,3.4,20.8,5000,3144,90.3,R-404A,23.8,2,3,89823,3929,Uppal
VH00312,2018,544887,Diesel,45.6,3.1,2.2,21.2,5000,3871,87.4,R-404A,19.7,2,6,83828,6811,HITEC_City_Main_Road
VH00313,2024,37628,Diesel,27.7,5.1,3.6,23.9,20000,13757,90.1,R-452A,14.7,2,0,75257,470,L B Nagar
VH00314,2023,152204,Diesel,26.8,5.3,3.7,23.1,5000,3967,94.8,R-452A,15.0,-20,1,101469,1902,HITEC_City_Main_Road
VH00315,2020,245284,Diesel,41.0,3.5,2.4,19.3,20000,15027,92.7,R-452A,17.9,-20,4,54507,3066,HITEC_City_Main_Road
VH00316,2019,584795,Diesel,30.5,4.7,3.3,19.6,20000,15636,80.0,R-404A,19.4,-20,5,106326,7309,L B Nagar
VH00317,2024,29196,Hybrid,20.9,6.8,4.8,15.4,5000,4225,88.9,R-404A,24.4,-18,0,58393,364,Medchal
VH00318,2023,95655,Diesel,39.8,3.6,2.5,16.4,20000,14480,85.0,R-404A,15.9,2,1,63770,1195,Kompally
VH00319,2020,415386,Diesel,33.1,4.3,3.0,15.5,12000,9841,92.1,R-404A,20.9,-20,4,92308,5192,Medchal
VH00320,2022,153488,Diesel,42.0,3.4,2.4,19.8,8000,5505,83.7,R-452A,24.2,2,2,61395,1918,PVNR_Expressway
VH00321,2021,346378,Electric,0.0,7.4,5.2,10.2,8000,5257,81.4,R-404A,16.2,4,3,98965,4329,Medchal
VH00322,2015,492430,Hybrid,31.0,4.6,3.2,15.2,8000,7074,73.8,R-404A,17.9,4,9,51834,6155,PVNR_Expressway
VH00323,2021,184686,Diesel,42.4,3.4,2.4,21.1,8000,5574,85.4,R-452A,24.1,2,3,52767,2308,PVNR_Expressway
VH00324,2020,522128,Diesel,37.1,3.8,2.7,24.3,5000,3119,88.3,R-452A,23.2,-20,4,116028,6526,Gachibowli
VH00325,2020,398832,Hybrid,25.3,5.7,4.0,15.9,20000,12254,81.6,R-404A,22.6,4,4,88629,4985,Kompally
VH00326,2024,51162,Diesel,34.1,4.2,2.9,17.1,20000,17845,86.5,R-404A,13.5,-20,0,102325,639,Medchal
VH00327,2022,181895,Diesel,37.4,3.8,2.7,19.5,12000,10566,88.1,R-404A,16.3,-18,2,72758,2273,HITEC_City_Main_Road
VH00328,2021,335919,Electric,0.0,6.5,4.5,17.0,8000,5843,84.3,R-452A,18.3,2,3,95976,4198,HITEC_City_Main_Road
VH00329,2018,422464,Hybrid,26.4,5.4,3.8,18.9,20000,17283,89.7,R-452A,17.9,4,6,64994,5280,Mehdipatnam
VH00330,2018,642501,Hybrid,24.9,5.7,4.0,13.9,8000,5511,89.5,R-452A,12.5,-18,6,98846,8031,L B Nagar
VH00331,2023,82873,Diesel,28.1,5.1,3.6,21.1,20000,12331,87.7,R-404A,22.1,4,1,55249,1035,L B Nagar
VH00332,2022,206944,Diesel,42.4,3.4,2.4,21.0,20000,17322,95.3,R-452A,17.4,4,2,82777,2586,L B Nagar
VH00333,2023,101268,Diesel,33.2,4.3,3.0,21.9,20000,13828,85.8,R-452A,17.5,4,1,67512,1265,Mehdipatnam
VH00334,2023,96639,Diesel,29.9,4.8,3.3,18.7,12000,9053,86.2,R-452A,18.3,-20,1,64426,1207,Gachibowli
VH00335,2022,255469,Diesel,40.8,3.5,2.5,21.0,8000,6491,90.9,R-452A,14.8,-18,2,102187,3193,HITEC_City_Main_Road
VH00336,2021,325993,Diesel,28.1,5.1,3.6,15.3,12000,9350,91.1,R-452A,11.0,-20,3,93140,4074,Uppal
VH00337,2015,612870,Diesel,45.5,3.1,2.2,20.1,5000,3232,85.2,R-452A,20.7,2,9,64512,7660,Kompally
VH00338,2016,483779,Hybrid,32.9,4.3,3.0,17.8,12000,10357,84.3,R-404A,18.3,2,8,56915,6047,Uppal
VH00339,2020,438206,Diesel,33.6,4.3,3.0,23.9,20000,14298,84.5,R-404A,10.1,2,4,97379,5477,PVNR_Expressway
VH00340,2022,178237,Diesel,27.2,5.3,3.7,23.1,5000,4160,95.5,R-452A,15.4,-20,2,71295,2227,HITEC_City_Main_Road
VH00341,2018,460181,Hybrid,31.7,4.5,3.2,17.5,12000,9657,86.5,R-452A,19.8,4,6,70797,5752,Uppal
VH00342,2024,53651,Diesel,40.6,3.5,2.5,15.5,12000,8911,90.9,R-404A,18.7,-20,0,107303,670,PVNR_Expressway
VH00343,2021,366973,Diesel,28.5,5.0,3.5,15.8,20000,15380,81.6,R-452A,20.1,-18,3,104849,4587,HITEC_City_Main_Road
VH00344,2021,384383,Electric,0.0,6.9,4.8,17.0,5000,4235,82.0,R-452A,17.7,2,3,109823,4804,Kompally
VH00345,2020,242743,Electric,0.0,6.8,4.8,15.8,20000,12752,90.4,R-404A,15.6,2,4,53942,3034,Medchal
VH00346,2020,536098,Electric,0.0,5.9,4.2,14.3,12000,7331,88.5,R-404A,21.1,4,4,119132,6701,HITEC_City_Main_Road
VH00347,2022,169320,Diesel,33.6,4.3,3.0,15.3,12000,7547,91.1,R-452A,13.8,2,2,67728,2116,Uppal
VH00348,2023,144786,Diesel,31.6,4.5,3.2,19.0,12000,9133,95.8,R-404A,10.1,4,1,96524,1809,Kompally
VH00349,2016,860577,Diesel,33.0,4.3,3.0,21.1,8000,6187,81.6,R-452A,24.9,4,8,101244,10757,Kompally
VH00350,2023,89699,Electric,0.0,7.8,5.5,16.9,8000,4834,95.9,R-404A,24.7,-20,1,59799,1121,Mehdipatnam
VH00351,2024,55706,Diesel,29.0,4.9,3.4,17.0,8000,6269,93.7,R-404A,20.5,-20,0,111412,696,L B Nagar
VH00352,2023,130690,Diesel,34.5,4.1,2.9,16.8,12000,9182,93.9,R-404A,13.1,2,1,87126,1633,Gachibowli
VH00353,2022,297702,Diesel,30.8,4.6,3.2,20.5,20000,12925,86.3,R-404A,23.7,2,2,119081,3721,HITEC_City_Main_Road
VH00354,2024,35394,Hybrid,24.9,5.7,4.0,13.7,20000,15788,99.0,R-452A,23.1,-20,0,70789,442,Uppal
VH00355,2015,978962,Diesel,34.8,4.1,2.9,23.6,20000,12981,72.4,R-452A,10.3,2,9,103048,12237,Gachibowli
VH00356,2024,56229,Diesel,34.3,4.2,2.9,24.6,20000,12957,97.3,R-452A,18.7,-18,0,112459,702,Mehdipatnam
VH00357,2023,113726,Hybrid,25.6,5.6,3.9,18.9,5000,3571,96.4,R-404A,21.1,-18,1,75817,1421,Mehdipatnam
VH00358,2020,303660,Hybrid,25.0,5.7,4.0,18.1,5000,3796,91.5,R-452A,24.4,-20,4,67480,3795,HITEC_City_Main_Road
VH00359,2020,261526,Hybrid,28.7,5.0,3.5,17.9,12000,7639,87.0,R-452A,12.7,-18,4,58116,3269,Medchal
VH00360,2018,576029,Hybrid,23.2,6.2,4.3,18.1,20000,17623,88.3,R-452A,24.6,-18,6,88619,7200,HITEC_City_Main_Road
VH00361,2020,291506,Diesel,37.1,3.9,2.7,17.5,12000,7888,81.0,R-452A,13.1,-18,4,64779,3643,Medchal
VH00362,2023,123776,Diesel,27.8,5.1,3.6,24.4,12000,7742,89.1,R-452A,16.6,-20,1,82517,1547,Kompally
VH00363,2022,183455,Diesel,30.6,4.7,3.3,22.0,5000,3221,84.1,R-404A,21.2,-20,2,73382,2293,HITEC_City_Main_Road
VH00364,2021,373338,Diesel,30.8,4.6,3.2,22.3,20000,13891,94.5,R-452A,17.7,4,3,106668,4666,Mehdipatnam
VH00365,2019,377053,Hybrid,30.5,4.7,3.3,19.1,12000,9680,90.6,R-404A,24.3,2,5,68555,4713,L B Nagar
VH00366,2022,232388,Diesel,28.9,4.9,3.5,20.2,20000,16336,84.5,R-452A,10.1,-20,2,92955,2904,PVNR_Expressway
VH00367,2023,126420,Diesel,36.5,3.9,2.7,19.4,8000,6744,84.0,R-452A,19.2,-20,1,84280,1580,Gachibowli
VH00368,2022,146258,Diesel,27.4,5.2,3.6,23.7,8000,5482,87.3,R-452A,11.7,-20,2,58503,1828,Mehdipatnam
VH00369,2018,386905,Hybrid,25.7,5.6,3.9,14.8,8000,5220,76.1,R-452A,19.6,2,6,59523,4836,PVNR_Expressway
VH00370,2018,743437,Diesel,33.1,4.3,3.0,18.2,8000,6270,85.7,R-404A,22.5,2,6,114375,9292,Medchal
VH00371,2022,181708,Diesel,31.4,4.6,3.2,18.5,5000,3719,83.4,R-452A,12.9,-18,2,72683,2271,Uppal
VH00372,2024,52762,Electric,0.0,7.6,5.3,16.7,5000,3142,90.0,R-452A,21.2,4,0,105524,659,Mehdipatnam
VH00373,2022,132251,Diesel,34.7,4.1,2.9,20.5,5000,3658,92.3,R-452A,14.6,4,2,52900,1653,HITEC_City_Main_Road
VH00374,2016,450318,Electric,0.0,5.8,4.1,15.7,8000,6026,73.9,R-452A,15.7,-18,8,52978,5628,Gachibowli
VH00375,2020,531803,Diesel,35.9,4.0,2.8,18.1,12000,10079,80.7,R-452A,22.7,2,4,118178,6647,HITEC_City_Main_Road
VH00376,2020,274111,Diesel,31.2,4.6,3.2,15.6,12000,9328,88.2,R-404A,14.2,-18,4,60913,3426,HITEC_City_Main_Road
VH00377,2023,142115,Diesel,40.5,3.5,2.5,24.1,8000,6268,95.8,R-404A,17.6,4,1,94743,1776,HITEC_City_Main_Road
VH00378,2023,121682,Hybrid,21.4,6.7,4.7,12.4,12000,10136,95.8,R-452A,19.0,2,1,81121,1521,Uppal
VH00379,2018,645452,Electric,0.0,5.6,3.9,11.1,8000,6389,81.2,R-452A,13.6,4,6,99300,8068,Uppal
VH00380,2022,131571,Diesel,30.7,4.7,3.3,16.3,12000,7402,87.2,R-452A,22.3,-18,2,52628,1644,L B Nagar
VH00381,2020,356583,Diesel,30.9,4.6,3.2,20.2,8000,6376,82.6,R-452A,17.3,-18,4,79240,4457,L B Nagar
VH00382,2024,45642,Diesel,37.8,3.8,2.6,16.7,8000,6400,89.2,R-452A,18.6,2,0,91284,570,Kompally
VH00383,2024,41210,Hybrid,24.7,5.8,4.1,15.3,5000,4094,90.4,R-404A,13.2,4,0,82420,515,Kompally
VH00384,2022,297260,Electric,0.0,7.2,5.0,10.4,8000,5243,84.7,R-452A,24.6,-20,2,118904,3715,Kompally
VH00385,2022,252794,Diesel,36.0,4.0,2.8,20.6,8000,6770,95.2,R-452A,16.7,4,2,101117,3159,Medchal
VH00386,2016,735873,Diesel,33.6,4.2,3.0,24.2,20000,15322,84.1,R-404A,19.2,4,8,86573,9198,Mehdipatnam
VH00387,2020,507487,Diesel,37.2,3.8,2.7,21.7,8000,6240,87.7,R-452A,22.2,-20,4,112774,6343,Kompally
VH00388,2023,160128,Diesel,39.2,3.6,2.6,19.0,5000,4433,86.5,R-404A,15.2,-20,1,106752,2001,Gachibowli
VH00389,2022,198935,Diesel,37.4,3.8,2.7,20.1,12000,9560,83.1,R-404A,22.2,2,2,79574,2486,PVNR_Expressway
VH00390,2017,806999,Diesel,32.5,4.4,3.1,23.3,8000,5109,86.7,R-404A,19.7,4,7,107599,10087,Uppal
VH00391,2015,793314,Hybrid,34.5,4.1,2.9,17.5,20000,16513,74.5,R-452A,23.7,4,9,83506,9916,Medchal
VH00392,2022,188607,Diesel,29.4,4.9,3.4,21.2,20000,16490,89.8,R-452A,16.1,-18,2,75442,2357,PVNR_Expressway
VH00393,2020,312663,Electric,0.0,6.6,4.6,10.6,20000,17398,92.5,R-404A,19.2,2,4,69480,3908,Medchal
VH00394,2022,215658,Diesel,31.1,4.6,3.2,16.3,8000,6887,84.8,R-452A,13.4,2,2,86263,2695,Uppal
VH00395,2022,152429,Diesel,41.5,3.4,2.4,20.5,12000,8166,94.4,R-404A,18.4,2,2,60971,1905,Medchal
VH00396,2022,277850,Hybrid,29.3,4.9,3.4,17.7,8000,6910,87.1,R-404A,13.7,2,2,111140,3473,PVNR_Expressway
VH00397,2020,523448,Diesel,37.7,3.8,2.7,17.7,12000,9536,88.4,R-452A,15.0,2,4,116321,6543,L B Nagar
