route,time_start,time_end,range_km,freeFlowSpeed,currentSpeed,freeFlowTravelTime,currentTravelTime,traffic_index,day_of_the_week,season,most_probable_vehicle_type,pollution_index,date,is_peak,distribution_cost,customer_satisfaction,quality_score,time_deviation,vehicle_id
Kompally,21:00:00,22:00:00,6.0,94,68,3,5,27,Wednesday,Winter,4W,0.374,2025-01-01,1,307.36,5.0,93.2,0.3,VH20104
Gachibowli,21:00:00,22:00:00,7.5,55,35,8,12,34,Wednesday,Winter,2W,0.449,2025-01-01,1,410.38,5.0,89.5,1.9,VH24692
Uppal,21:00:00,22:00:00,15.0,46,26,19,34,43,Wednesday,Winter,4W,0.532,2025-01-01,1,291.75,5.0,61.6,9.0,VH24328
Mehdipatnam,21:00:00,22:00:00,5.0,59,30,5,9,48,Wednesday,Winter,4W,0.583,2025-01-01,1,354.55,5.0,75.2,3.2,VH19538
Medchal,21:00:00,22:00:00,12.0,89,67,8,10,24,Wednesday,Winter,HCV,0.341,2025-01-01,1,448.04,5.0,89.6,0.1,VH38722
L B Nagar,21:00:00,22:00:00,8.0,53,37,9,12,28,Wednesday,Winter,2W,0.385,2025-01-01,1,455.72,5.0,74.4,0.9,VH02971
PVNR_Expressway,21:00:00,22:00:00,11.6,88,55,7,12,36,Wednesday,Winter,4W,0.47,2025-01-01,1,567.36,5.0,75.5,2.3,VH25667
HITEC_City_Main_Road,21:00:00,22:00:00,8.5,65,33,7,15,48,Wednesday,Winter,2W,0.587,2025-01-01,1,345.44,5.0,85.3,5.1,VH27334
Kompally,22:00:00,23:00:00,6.0,81,76,4,4,10,Wednesday,Winter,HCV,0.2,2025-01-01,0,279.37,5.0,92.1,-1.1,VH33920
Gachibowli,22:00:00,23:00:00,7.5,60,56,7,7,10,Wednesday,Winter,2W,0.2,2025-01-01,0,321.8,5.0,88.6,-1.8,VH30885
Uppal,22:00:00,23:00:00,15.0,58,55,15,16,10,Wednesday,Winter,2W,0.2,2025-01-01,0,500.53,5.0,97.5,-4.0,VH39551
Mehdipatnam,22:00:00,23:00:00,5.0,45,40,6,7,10,Wednesday,Winter,3W,0.2,2025-01-01,0,243.97,5.0,88.6,-1.3,VH38384
Medchal,22:00:00,23:00:00,12.0,89,87,8,8,10,Wednesday,Winter,4W,0.2,2025-01-01,0,385.36,5.0,89.7,-2.3,VH34821
L B Nagar,22:00:00,23:00:00,8.0,53,48,9,9,10,Wednesday,Winter,2W,0.2,2025-01-01,0,387.94,5.0,66.6,-1.9,VH00160
PVNR_Expressway,22:00:00,23:00:00,11.6,94,93,7,7,10,Wednesday,Winter,HCV,0.2,2025-01-01,0,410.33,5.0,74.4,-2.2,VH18171
HITEC_City_Main_Road,22:00:00,23:00:00,8.5,69,64,7,7,10,Wednesday,Winter,2W,0.2,2025-01-01,0,345.46,5.0,78.0,-1.7,VH14063
Kompally,23:00:00,00:00:00,6.0,85,80,4,4,10,Wednesday,Winter,4W,0.2,2025-01-01,0,232.98,5.0,92.9,-1.0,VH33041
Gachibowli,23:00:00,00:00:00,7.5,62,61,7,7,10,Wednesday,Winter,4W,0.2,2025-01-01,0,323.83,5.0,96.4,-2.1,VH31084
Uppal,23:00:00,00:00:00,15.0,54,53,16,16,10,Wednesday,Winter,2W,0.2,2025-01-01,0,498.05,5.0,96.0,-4.9,VH35347
Mehdipatnam,23:00:00,00:00:00,5.0,50,49,6,6,10,Wednesday,Winter,4W,0.2,2025-01-01,0,267.07,5.0,87.6,-1.7,VH14707
Medchal,23:00:00,00:00:00,12.0,90,86,8,8,10,Wednesday,Winter,4W,0.2,2025-01-01,0,443.7,5.0,86.2,-2.0,VH01362
L B Nagar,23:00:00,00:00:00,8.0,49,44,9,10,10,Wednesday,Winter,2W,0.2,2025-01-01,0,308.07,5.0,93.8,-1.9,VH24857
PVNR_Expressway,23:00:00,00:00:00,11.6,90,87,7,7,10,Wednesday,Winter,2W,0.2,2025-01-01,0,78.27,5.0,88.6,-2.1,VH27629
HITEC_City_Main_Road,23:00:00,00:00:00,8.5,65,63,7,8,10,Wednesday,Winter,4W,0.2,2025-01-01,0,375.1,5.0,76.8,-2.1,VH10196
Kompally,00:00:00,01:00:00,6.0,82,80,4,4,10,Thursday,Winter,4W,0.2,2025-01-02,0,223.14,5.0,97.5,-1.3,VH10551
Gachibowli,00:00:00,01:00:00,7.5,69,67,6,6,10,Thursday,Winter,2W,0.2,2025-01-02,0,299.03,5.0,74.9,-1.8,VH23026
Uppal,00:00:00,01:00:00,15.0,49,45,18,19,10,Thursday,Winter,2W,0.2,2025-01-02,0,643.86,5.0,97.5,-4.1,VH30408
Mehdipatnam,00:00:00,01:00:00,5.0,47,46,6,6,10,Thursday,Winter,4W,0.2,2025-01-02,0,231.72,5.0,94.2,-1.8,VH18919
Medchal,00:00:00,01:00:00,12.0,81,78,8,9,10,Thursday,Winter,HCV,0.2,2025-01-02,0,463.58,5.0,97.5,-2.4,VH14404
L B Nagar,00:00:00,01:00:00,8.0,49,45,9,10,10,Thursday,Winter,4W,0.2,2025-01-02,0,385.26,5.0,96.8,-2.2,VH16469
PVNR_Expressway,00:00:00,01:00:00,11.6,85,81,8,8,10,Thursday,Winter,4W,0.2,2025-01-02,0,391.62,5.0,94.1,-2.1,VH10288
HITEC_City_Main_Road,00:00:00,01:00:00,8.5,55,50,9,10,10,Thursday,Winter,4W,0.2,2025-01-02,0,497.05,5.0,70.9,-2.0,VH13652
Kompally,01:00:00,02:00:00,6.0,85,80,4,4,10,Thursday,Winter,4W,0.2,2025-01-02,0,256.61,5.0,97.5,-1.1,VH19026
Gachibowli,01:00:00,02:00:00,7.5,56,51,8,8,10,Thursday,Winter,4W,0.2,2025-01-02,0,364.8,5.0,62.4,-1.7,VH36104
Uppal,01:00:00,02:00:00,15.0,49,46,18,19,10,Thursday,Winter,2W,0.2,2025-01-02,0,658.48,5.0,76.6,-4.7,VH35550
Mehdipatnam,01:00:00,02:00:00,5.0,58,56,5,5,10,Thursday,Winter,2W,0.2,2025-01-02,0,78.09,5.0,86.6,-1.4,VH10479
Medchal,01:00:00,02:00:00,12.0,85,81,8,8,10,Thursday,Winter,4W,0.2,2025-01-02,0,634.54,5.0,72.4,-2.2,VH27965
L B Nagar,01:00:00,02:00:00,8.0,53,49,9,9,10,Thursday,Winter,2W,0.2,2025-01-02,0,265.24,5.0,81.8,-2.0,VH12262
PVNR_Expressway,01:00:00,02:00:00,11.6,92,88,7,7,10,Thursday,Winter,HCV,0.2,2025-01-02,0,568.81,5.0,79.2,-2.0,VH26142
HITEC_City_Main_Road,01:00:00,02:00:00,8.5,56,52,9,9,10,Thursday,Winter,2W,0.2,2025-01-02,0,269.02,5.0,87.9,-2.1,VH03903
Kompally,02:00:00,03:00:00,6.0,80,79,4,4,10,Thursday,Winter,HCV,0.2,2025-01-02,0,298.91,5.0,96.3,-1.3,VH04941
Gachibowli,02:00:00,03:00:00,7.5,55,53,8,8,10,Thursday,Winter,3W,0.2,2025-01-02,0,241.6,5.0,87.0,-2.2,VH18873
Uppal,02:00:00,03:00:00,15.0,51,49,17,18,10,Thursday,Winter,2W,0.2,2025-01-02,0,514.97,5.0,93.0,-4.9,VH14807
Mehdipatnam,02:00:00,03:00:00,5.0,56,53,5,5,10,Thursday,Winter,2W,0.2,2025-01-02,0,236.25,5.0,93.0,-1.3,VH01435
Medchal,02:00:00,03:00:00,12.0,92,89,7,8,10,Thursday,Winter,2W,0.2,2025-01-02,0,508.77,5.0,78.1,-2.1,VH39459
L B Nagar,02:00:00,03:00:00,8.0,47,45,10,10,10,Thursday,Winter,4W,0.2,2025-01-02,0,296.64,5.0,97.5,-2.7,VH26919
PVNR_Expressway,02:00:00,03:00:00,11.6,83,80,8,8,10,Thursday,Winter,HCV,0.2,2025-01-02,0,415.78,5.0,94.5,-2.3,VH14130
HITEC_City_Main_Road,02:00:00,03:00:00,8.5,66,65,7,7,10,Thursday,Winter,4W,0.2,2025-01-02,0,73.39,5.0,91.4,-2.2,VH37623
Kompally,03:00:00,04:00:00,6.0,83,82,4,4,10,Thursday,Winter,2W,0.2,2025-01-02,0,247.76,5.0,82.2,-1.3,VH34793
Gachibowli,03:00:00,04:00:00,7.5,64,61,7,7,10,Thursday,Winter,4W,0.2,2025-01-02,0,260.27,5.0,81.3,-1.8,VH03847
Uppal,03:00:00,04:00:00,15.0,50,46,18,19,10,Thursday,Winter,2W,0.2,2025-01-02,0,599.29,5.0,94.9,-4.1,VH09418
Mehdipatnam,03:00:00,04:00:00,5.0,51,47,5,6,10,Thursday,Winter,HCV,0.2,2025-01-02,0,249.29,5.0,80.4,-1.4,VH26107
Medchal,03:00:00,04:00:00,12.0,92,90,7,7,10,Thursday,Winter,4W,0.2,2025-01-02,0,456.24,5.0,78.6,-2.2,VH27501
L B Nagar,03:00:00,04:00:00,8.0,46,41,10,11,10,Thursday,Winter,4W,0.202,2025-01-02,0,398.06,5.0,77.5,-1.9,VH36905
PVNR_Expressway,03:00:00,04:00:00,11.6,92,90,7,7,10,Thursday,Winter,2W,0.2,2025-01-02,0,431.0,5.0,94.2,-2.2,VH12254
HITEC_City_Main_Road,03:00:00,04:00:00,8.5,57,54,8,9,10,Thursday,Winter,4W,0.2,2025-01-02,0,400.86,5.0,68.6,-2.2,VH08977
Kompally,04:00:00,05:00:00,6.0,94,93,3,3,10,Thursday,Winter,2W,0.2,2025-01-02,0,302.84,5.0,68.9,-1.1,VH22048
Gachibowli,04:00:00,05:00:00,7.5,69,66,6,6,10,Thursday,Winter,4W,0.2,2025-01-02,0,282.47,5.0,88.8,-1.7,VH35628
Uppal,04:00:00,05:00:00,15.0,51,48,17,18,10,Thursday,Winter,2W,0.2,2025-01-02,0,134.23,5.0,80.4,-4.3,VH04651
Mehdipatnam,04:00:00,05:00:00,5.0,53,49,5,6,10,Thursday,Winter,4W,0.2,2025-01-02,0,239.61,5.0,91.5,-1.3,VH30548
Medchal,04:00:00,05:00:00,12.0,83,82,8,8,10,Thursday,Winter,2W,0.2,2025-01-02,0,75.67,5.0,95.6,-2.6,VH18979
L B Nagar,04:00:00,05:00:00,8.0,59,56,8,8,10,Thursday,Winter,2W,0.2,2025-01-02,0,430.89,5.0,75.9,-2.1,VH06440
PVNR_Expressway,04:00:00,05:00:00,11.6,92,87,7,7,10,Thursday,Winter,HCV,0.2,2025-01-02,0,73.77,5.0,97.5,-1.9,VH23100
HITEC_City_Main_Road,04:00:00,05:00:00,8.5,68,67,7,7,10,Thursday,Winter,2W,0.2,2025-01-02,0,318.97,5.0,83.1,-2.2,VH31859
Kompally,05:00:00,06:00:00,6.0,85,81,4,4,10,Thursday,Winter,HCV,0.2,2025-01-02,0,64.25,5.0,90.9,-1.1,VH29474
Gachibowli,05:00:00,06:00:00,7.5,59,56,7,7,10,Thursday,Winter,4W,0.2,2025-01-02,0,319.71,5.0,88.6,-2.0,VH14201
Uppal,05:00:00,06:00:00,15.0,48,43,18,20,10,Thursday,Winter,4W,0.2,2025-01-02,0,553.18,5.0,79.1,-3.7,VH06790
Mehdipatnam,05:00:00,06:00:00,5.0,50,48,6,6,10,Thursday,Winter,4W,0.2,2025-01-02,0,305.64,5.0,72.8,-1.6,VH10370
Medchal,05:00:00,06:00:00,12.0,80,78,9,9,10,Thursday,Winter,2W,0.2,2025-01-02,0,77.07,5.0,97.5,-2.5,VH32404
L B Nagar,05:00:00,06:00:00,8.0,52,48,9,9,10,Thursday,Winter,2W,0.2,2025-01-02,0,289.68,5.0,82.1,-2.1,VH34550
PVNR_Expressway,05:00:00,06:00:00,11.6,85,84,8,8,10,Thursday,Winter,2W,0.2,2025-01-02,0,435.51,5.0,88.8,-2.4,VH38628
HITEC_City_Main_Road,05:00:00,06:00:00,8.5,60,58,8,8,10,Thursday,Winter,4W,0.2,2025-01-02,0,423.79,5.0,71.4,-2.4,VH34944
Kompally,06:00:00,07:00:00,6.0,90,89,4,4,10,Thursday,Winter,HCV,0.2,2025-01-02,0,244.0,5.0,83.4,-1.2,VH03854
Gachibowli,06:00:00,07:00:00,7.5,58,53,7,8,10,Thursday,Winter,2W,0.2,2025-01-02,0,265.68,5.0,89.7,-1.6,VH10117
Uppal,06:00:00,07:00:00,15.0,47,44,19,20,10,Thursday,Winter,2W,0.2,2025-01-02,0,639.44,5.0,88.2,-4.5,VH02010
Mehdipatnam,06:00:00,07:00:00,5.0,49,45,6,6,10,Thursday,Winter,2W,0.2,2025-01-02,0,209.57,5.0,80.6,-1.4,VH12762
Medchal,06:00:00,07:00:00,12.0,91,88,7,8,10,Thursday,Winter,4W,0.2,2025-01-02,0,566.53,5.0,74.9,-2.1,VH24840
L B Nagar,06:00:00,07:00:00,8.0,48,44,10,10,10,Thursday,Winter,4W,0.2,2025-01-02,0,332.53,5.0,81.0,-2.1,VH33307
PVNR_Expressway,06:00:00,07:00:00,11.6,82,80,8,8,10,Thursday,Winter,4W,0.2,2025-01-02,0,354.3,5.0,97.4,-2.4,VH33334
HITEC_City_Main_Road,06:00:00,07:00:00,8.5,60,57,8,8,10,Thursday,Winter,4W,0.2,2025-01-02,0,330.98,5.0,89.1,-2.1,VH08208
Kompally,07:00:00,08:00:00,6.0,84,82,4,4,10,Thursday,Winter,4W,0.2,2025-01-02,0,208.32,5.0,97.5,-1.2,VH11742
Gachibowli,07:00:00,08:00:00,7.5,62,59,7,7,10,Thursday,Winter,2W,0.2,2025-01-02,0,298.44,5.0,85.2,-1.9,VH16413
Uppal,07:00:00,08:00:00,15.0,47,44,19,20,10,Thursday,Winter,2W,0.2,2025-01-02,0,106.86,5.0,91.6,-4.5,VH19053
Mehdipatnam,07:00:00,08:00:00,5.0,59,58,5,5,10,Thursday,Winter,4W,0.2,2025-01-02,0,187.59,5.0,92.1,-1.5,VH11394
Medchal,07:00:00,08:00:00,12.0,92,90,7,7,10,Thursday,Winter,4W,0.2,2025-01-02,0,399.05,5.0,81.1,-2.3,VH06534
L B Nagar,07:00:00,08:00:00,8.0,53,52,9,9,10,Thursday,Winter,2W,0.2,2025-01-02,0,313.68,5.0,97.5,-2.7,VH09657
PVNR_Expressway,07:00:00,08:00:00,11.6,88,84,7,8,10,Thursday,Winter,HCV,0.2,2025-01-02,0,525.96,5.0,79.5,-2.1,VH01922
HITEC_City_Main_Road,07:00:00,08:00:00,8.5,60,56,8,8,10,Thursday,Winter,4W,0.2,2025-01-02,0,304.86,5.0,77.7,-2.1,VH39418
Kompally,08:00:00,09:00:00,6.0,88,52,4,6,40,Thursday,Winter,HCV,0.505,2025-01-02,1,303.55,5.0,86.0,1.6,VH24405
Gachibowli,08:00:00,09:00:00,7.5,69,32,6,14,53,Thursday,Winter,2W,0.636,2025-01-02,1,404.83,5.0,63.8,5.6,VH36534
Uppal,08:00:00,09:00:00,15.0,56,27,16,33,51,Thursday,Winter,2W,0.616,2025-01-02,1,768.48,5.0,76.1,12.3,VH26789
Mehdipatnam,08:00:00,09:00:00,5.0,52,26,5,11,49,Thursday,Winter,4W,0.598,2025-01-02,1,344.42,5.0,76.3,4.0,VH32840
Medchal,08:00:00,09:00:00,12.0,81,72,8,9,10,Thursday,Winter,HCV,0.208,2025-01-02,1,486.12,5.0,94.2,-1.6,VH02477
L B Nagar,08:00:00,09:00:00,8.0,46,38,10,12,16,Thursday,Winter,2W,0.267,2025-01-02,1,301.63,5.0,88.8,-1.0,VH20501
PVNR_Expressway,08:00:00,09:00:00,11.6,82,55,8,12,32,Thursday,Winter,HCV,0.422,2025-01-02,1,470.85,5.0,86.7,1.5,VH09989
HITEC_City_Main_Road,08:00:00,09:00:00,8.5,69,25,7,19,62,Thursday,Winter,2W,0.726,2025-01-02,1,520.62,5.0,68.6,10.1,VH21663
Kompally,09:00:00,10:00:00,6.0,84,64,4,5,23,Thursday,Winter,2W,0.331,2025-01-02,1,234.86,5.0,92.7,-0.0,VH09884
Gachibowli,09:00:00,10:00:00,7.5,58,41,7,10,29,Thursday,Winter,4W,0.391,2025-01-02,1,378.55,5.0,68.4,0.9,VH37406
Uppal,09:00:00,10:00:00,15.0,51,30,17,29,39,Thursday,Winter,2W,0.497,2025-01-02,1,687.13,5.0,61.7,6.3,VH31786
Mehdipatnam,09:00:00,10:00:00,5.0,59,37,5,8,37,Thursday,Winter,2W,0.47,2025-01-02,1,293.31,5.0,88.6,1.5,VH34095
Medchal,09:00:00,10:00:00,12.0,90,54,8,13,39,Thursday,Winter,2W,0.494,2025-01-02,1,436.54,5.0,76.2,2.8,VH06367
L B Nagar,09:00:00,10:00:00,8.0,52,36,9,13,29,Thursday,Winter,4W,0.397,2025-01-02,1,340.17,5.0,75.6,1.1,VH05281
PVNR_Expressway,09:00:00,10:00:00,11.6,91,52,7,13,42,Thursday,Winter,2W,0.524,2025-01-02,1,417.9,5.0,80.5,3.3,VH29937
HITEC_City_Main_Road,09:00:00,10:00:00,8.5,56,32,9,15,42,Thursday,Winter,4W,0.523,2025-01-02,1,445.25,5.0,89.1,3.9,VH10015
Kompally,10:00:00,11:00:00,6.0,87,65,4,5,25,Thursday,Winter,HCV,0.352,2025-01-02,1,268.48,5.0,88.0,0.2,VH38047
Gachibowli,10:00:00,11:00:00,7.5,59,36,7,12,38,Thursday,Winter,2W,0.485,2025-01-02,1,399.01,5.0,59.2,2.5,VH07246
Uppal,10:00:00,11:00:00,15.0,53,31,16,28,40,Thursday,Winter,3W,0.5,2025-01-02,1,484.3,5.0,90.0,6.2,VH07087
Mehdipatnam,10:00:00,11:00:00,5.0,52,26,5,11,48,Thursday,Winter,2W,0.582,2025-01-02,1,336.81,5.0,62.3,3.6,VH12655
Medchal,10:00:00,11:00:00,12.0,82,62,8,11,23,Thursday,Winter,4W,0.333,2025-01-02,1,555.93,5.0,72.0,0.0,VH25768
L B Nagar,10:00:00,11:00:00,8.0,57,38,8,12,31,Thursday,Winter,4W,0.42,2025-01-02,1,503.89,5.0,66.4,1.4,VH05000
PVNR_Expressway,10:00:00,11:00:00,11.6,94,63,7,10,32,Thursday,Winter,2W,0.426,2025-01-02,1,547.88,5.0,68.7,1.4,VH12152
HITEC_City_Main_Road,10:00:00,11:00:00,8.5,58,36,8,13,37,Thursday,Winter,2W,0.471,2025-01-02,1,361.02,5.0,70.5,2.6,VH28623
Kompally,11:00:00,12:00:00,6.0,87,59,4,6,31,Thursday,Winter,HCV,0.412,2025-01-02,1,320.79,5.0,79.3,0.6,VH32783
Gachibowli,11:00:00,12:00:00,7.5,64,31,7,14,50,Thursday,Winter,4W,0.602,2025-01-02,1,401.68,5.0,71.0,5.0,VH35849
Uppal,11:00:00,12:00:00,15.0,50,22,18,39,54,Thursday,Winter,2W,0.644,2025-01-02,1,846.55,5.0,72.4,16.1,VH24017
Mehdipatnam,11:00:00,12:00:00,5.0,49,34,6,8,30,Thursday,Winter,3W,0.402,2025-01-02,1,262.6,5.0,76.1,0.8,VH29395
Medchal,11:00:00,12:00:00,12.0,81,58,8,12,27,Thursday,Winter,4W,0.375,2025-01-02,1,118.06,5.0,83.4,0.7,VH12784
L B Nagar,11:00:00,12:00:00,8.0,50,33,9,14,33,Thursday,Winter,4W,0.435,2025-01-02,1,290.38,5.0,82.0,1.9,VH18244
PVNR_Expressway,11:00:00,12:00:00,11.6,84,63,8,10,24,Thursday,Winter,2W,0.342,2025-01-02,1,472.94,5.0,88.8,0.2,VH19002
HITEC_City_Main_Road,11:00:00,12:00:00,8.5,62,40,8,12,35,Thursday,Winter,4W,0.453,2025-01-02,1,415.66,5.0,58.5,2.0,VH17860
Kompally,12:00:00,13:00:00,6.0,90,66,4,5,25,Thursday,Winter,HCV,0.358,2025-01-02,0,250.12,5.0,86.1,0.2,VH06494
Gachibowli,12:00:00,13:00:00,7.5,68,68,6,6,10,Thursday,Winter,2W,0.2,2025-01-02,0,244.9,5.0,84.1,-2.0,VH03417
Uppal,12:00:00,13:00:00,15.0,56,56,16,16,10,Thursday,Winter,4W,0.2,2025-01-02,0,528.71,5.0,91.5,-4.8,VH13699
Mehdipatnam,12:00:00,13:00:00,5.0,49,49,6,6,10,Thursday,Winter,4W,0.2,2025-01-02,0,197.08,5.0,97.4,-1.8,VH17565
Medchal,12:00:00,13:00:00,12.0,83,67,8,10,18,Thursday,Winter,HCV,0.289,2025-01-02,0,342.67,5.0,93.8,-0.6,VH07181
L B Nagar,12:00:00,13:00:00,8.0,48,48,10,10,10,Thursday,Winter,4W,0.2,2025-01-02,0,431.39,5.0,76.4,-3.0,VH30931
PVNR_Expressway,12:00:00,13:00:00,11.6,94,57,7,12,39,Thursday,Winter,HCV,0.491,2025-01-02,0,133.97,5.0,90.2,2.5,VH11721
HITEC_City_Main_Road,12:00:00,13:00:00,8.5,62,62,8,8,10,Thursday,Winter,4W,0.2,2025-01-02,0,388.09,5.0,91.6,-2.5,VH22144
Kompally,13:00:00,14:00:00,6.0,91,65,3,5,27,Thursday,Winter,HCV,0.379,2025-01-02,0,417.02,5.0,59.6,0.3,VH37130
Gachibowli,13:00:00,14:00:00,7.5,62,62,7,7,10,Thursday,Winter,4W,0.2,2025-01-02,0,375.5,5.0,63.3,-2.2,VH32880
Uppal,13:00:00,14:00:00,15.0,59,59,15,15,10,Thursday,Winter,4W,0.2,2025-01-02,0,716.53,5.0,69.4,-4.6,VH20610
Mehdipatnam,13:00:00,14:00:00,5.0,58,58,5,5,10,Thursday,Winter,4W,0.2,2025-01-02,0,296.19,5.0,65.9,-1.6,VH22583
Medchal,13:00:00,14:00:00,12.0,82,53,8,13,34,Thursday,Winter,HCV,0.442,2025-01-02,0,482.17,5.0,91.5,1.9,VH37158
L B Nagar,13:00:00,14:00:00,8.0,54,51,8,9,10,Thursday,Winter,3W,0.2,2025-01-02,0,286.35,5.0,90.0,-2.2,VH01145
PVNR_Expressway,13:00:00,14:00:00,11.6,92,54,7,12,40,Thursday,Winter,HCV,0.504,2025-01-02,0,154.2,5.0,77.7,2.9,VH17580
HITEC_City_Main_Road,13:00:00,14:00:00,8.5,65,65,7,7,10,Thursday,Winter,2W,0.2,2025-01-02,0,325.11,5.0,90.8,-2.4,VH27849
Kompally,14:00:00,15:00:00,6.0,89,49,4,7,44,Thursday,Winter,HCV,0.543,2025-01-02,0,291.96,5.0,74.2,2.0,VH38731
Gachibowli,14:00:00,15:00:00,7.5,69,64,6,7,10,Thursday,Winter,4W,0.2,2025-01-02,0,281.78,5.0,92.7,-1.5,VH15803
Uppal,14:00:00,15:00:00,15.0,54,48,16,18,10,Thursday,Winter,2W,0.2,2025-01-02,0,715.52,5.0,78.8,-3.3,VH19237
Mehdipatnam,14:00:00,15:00:00,5.0,51,51,5,5,10,Thursday,Winter,4W,0.2,2025-01-02,0,182.49,5.0,92.9,-1.8,VH39943
Medchal,14:00:00,15:00:00,12.0,85,74,8,9,12,Thursday,Winter,4W,0.229,2025-01-02,0,429.8,5.0,96.8,-1.3,VH01029
L B Nagar,14:00:00,15:00:00,8.0,48,48,10,10,10,Thursday,Winter,4W,0.2,2025-01-02,0,462.97,5.0,69.9,-3.0,VH04682
PVNR_Expressway,14:00:00,15:00:00,11.6,89,73,7,9,17,Thursday,Winter,4W,0.272,2025-01-02,0,595.42,5.0,76.5,-0.7,VH30581
HITEC_City_Main_Road,14:00:00,15:00:00,8.5,55,46,9,10,15,Thursday,Winter,4W,0.255,2025-01-02,0,306.07,5.0,79.2,-1.1,VH00830
Kompally,15:00:00,16:00:00,6.0,87,56,4,6,34,Thursday,Winter,2W,0.449,2025-01-02,0,346.76,5.0,65.5,1.0,VH35839
Gachibowli,15:00:00,16:00:00,7.5,65,65,6,6,10,Thursday,Winter,2W,0.2,2025-01-02,0,268.74,5.0,96.4,-2.1,VH38117
Uppal,15:00:00,16:00:00,15.0,58,51,15,17,11,Thursday,Winter,3W,0.219,2025-01-02,0,675.97,5.0,82.9,-2.6,VH33231
Mehdipatnam,15:00:00,16:00:00,5.0,52,52,5,5,10,Thursday,Winter,4W,0.2,2025-01-02,0,294.38,5.0,69.3,-1.7,VH23330
Medchal,15:00:00,16:00:00,12.0,83,55,8,13,33,Thursday,Winter,HCV,0.435,2025-01-02,0,162.49,5.0,73.0,1.8,VH14517
L B Nagar,15:00:00,16:00:00,8.0,59,47,8,10,20,Thursday,Winter,2W,0.303,2025-01-02,0,418.52,5.0,71.1,-0.4,VH39280
PVNR_Expressway,15:00:00,16:00:00,11.6,87,74,8,9,14,Thursday,Winter,HCV,0.249,2025-01-02,0,469.07,5.0,85.9,-1.0,VH28852
HITEC_City_Main_Road,15:00:00,16:00:00,8.5,57,46,8,10,18,Thursday,Winter,2W,0.281,2025-01-02,0,421.42,5.0,64.6,-0.7,VH26204
Kompally,16:00:00,17:00:00,6.0,90,61,4,5,31,Thursday,Winter,HCV,0.412,2025-01-02,0,290.36,5.0,92.2,0.6,VH18156
Gachibowli,16:00:00,17:00:00,7.5,55,45,8,9,16,Thursday,Winter,4W,0.269,2025-01-02,0,416.57,5.0,81.7,-0.8,VH09969
Uppal,16:00:00,17:00:00,15.0,48,48,18,18,10,Thursday,Winter,4W,0.2,2025-01-02,0,102.5,5.0,93.8,-5.6,VH28142
Mehdipatnam,16:00:00,17:00:00,5.0,53,46,5,6,11,Thursday,Winter,HCV,0.214,2025-01-02,0,118.25,5.0,75.6,-1.0,VH01090
Medchal,16:00:00,17:00:00,12.0,80,73,9,9,10,Thursday,Winter,4W,0.2,2025-01-02,0,78.79,5.0,94.5,-1.8,VH31197
L B Nagar,16:00:00,17:00:00,8.0,55,48,8,9,11,Thursday,Winter,HCV,0.213,2025-01-02,0,390.0,5.0,93.9,-1.5,VH13390
PVNR_Expressway,16:00:00,17:00:00,11.6,91,56,7,12,38,Thursday,Winter,HCV,0.482,2025-01-02,0,398.16,5.0,79.2,2.4,VH21170
HITEC_City_Main_Road,16:00:00,17:00:00,8.5,67,67,7,7,10,Thursday,Winter,2W,0.2,2025-01-02,0,317.94,5.0,79.8,-2.3,VH39970
Kompally,17:00:00,18:00:00,6.0,87,57,4,6,34,Thursday,Winter,4W,0.441,2025-01-02,1,420.87,5.0,68.1,0.9,VH11428
Gachibowli,17:00:00,18:00:00,7.5,57,31,7,14,44,Thursday,Winter,4W,0.546,2025-01-02,1,406.04,5.0,88.9,4.0,VH20171
Uppal,17:00:00,18:00:00,15.0,48,29,18,30,38,Thursday,Winter,2W,0.486,2025-01-02,1,756.43,5.0,62.1,6.2,VH04398
Mehdipatnam,17:00:00,18:00:00,5.0,48,39,6,7,18,Thursday,Winter,4W,0.282,2025-01-02,1,262.61,5.0,73.4,-0.5,VH10927
Medchal,17:00:00,18:00:00,12.0,93,74,7,9,19,Thursday,Winter,2W,0.295,2025-01-02,1,133.52,5.0,74.6,-0.4,VH00993
L B Nagar,17:00:00,18:00:00,8.0,51,35,9,13,31,Thursday,Winter,4W,0.411,2025-01-02,1,455.92,5.0,68.7,1.4,VH33153
PVNR_Expressway,17:00:00,18:00:00,11.6,83,58,8,11,29,Thursday,Winter,2W,0.398,2025-01-02,1,504.88,5.0,81.9,1.0,VH14127
HITEC_City_Main_Road,17:00:00,18:00:00,8.5,68,30,7,16,54,Thursday,Winter,3W,0.649,2025-01-02,1,472.18,5.0,72.8,6.9,VH31180
Kompally,18:00:00,19:00:00,6.0,90,70,4,5,21,Thursday,Winter,4W,0.313,2025-01-02,1,305.0,5.0,71.6,-0.1,VH08434
Gachibowli,18:00:00,19:00:00,7.5,62,43,7,10,30,Thursday,Winter,4W,0.4,2025-01-02,1,391.55,5.0,64.9,0.9,VH25274
Uppal,18:00:00,19:00:00,15.0,52,22,17,39,56,Thursday,Winter,4W,0.665,2025-01-02,1,859.73,5.0,72.4,17.3,VH14060
Mehdipatnam,18:00:00,19:00:00,5.0,47,21,6,14,55,Thursday,Winter,4W,0.651,2025-01-02,1,324.11,5.0,77.2,5.9,VH16858
